game_id,game_play_num,game_date,hteam_name,vteam_name,stadium_name,inning,top_bottom,pa_of_inning,ball,strike,out,out_in_play,runners,vteam_score,hteam_score,batter_name,batter_id,batter_stand,batting_order,batter_runner_to,first_runner_name,first_runner_id,first_runner_to,second_runner_name,second_runner_id,second_runner_to,third_runner_name,third_runner_id,third_runner_to,pitcher_name,pitcher_id,pitching_throw,pitches_of_pa,pitched_ball_type,pitched_ball_speed,pitched_ball_x,pitched_ball_y,pitched_course_id,pitched_result,wild_pitch,passed_ball,bunt,batted_ball_type,result_of_pa,batted_ball_x,batted_ball_y,hit_location,catch_and_throw,rbi,runs_against,earned_run,catcher_name,catcher_id,first_name,first_id,second_name,second_id,third_name,third_id,short_name,short_id,left_name,left_id,center_name,center_id,right_name,right_id,first_stolen_base,first_caught_stealing,second_stolen_base,second_caught_stealing,third_stolen_base,third_caught_stealing,balk,catcher_error,first_error,second_error,third_error,short_error,left_error,center_error,right_error,recorded_time,sessionId,batterIndex,pitchCount,timestamp,speed,finalSpeed,duration,moveV,moveH,releasePointX,releasePointY,releasePointZ,strikePointX,strikePointY,strikePointZ,spin,spinTilt,spinEfficency,spinAxisX,spinAxisY,spinAxisZ,exitSpeed,exitAngle,exitDirection,exitVelocityX,exitVelocityY,exitVelocityZ,hitPointX,hitPointY,hitPointZ,youtube_timestamp,Date,Equipment,Handedness,Swing_Details,Plane_Score,Connection_Score,Rotation_Score,Bat_Speed_mph,Rotational_Acceleration_g,On_Plane_Efficiency_%,Attack_Angle_deg,Early_Connection_deg,Connection_at_Impact_deg,Vertical_Bat_Angle_deg,Power_kW,Time_to_Contact_sec,Peak_Hand_Speed_mph,sheetName,bat_order
2024112401,1,2000/1/1,teamA,teamB,ベースボールスタジアム,1,0,1,0,1,0,0,0,0,0,fielderB1,2911422,1,1,,,,,,,,,,,pitcherA1,2911432,1,1,チェンジアップ,,0.4651534,0.5532073,5,ファウル,0,0,0,,,0.85437137,0.5724632,一,,0,0,0,fielderA7,2911439,fielderA6,2911435,fielderA8,2911441,fielderA3,2911440,fielderA9,2911453,fielderA4,2911446,fielderA2,2911442,fielderA1,2911456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/11/27 8:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024112401,2,2000/1/1,teamA,teamB,ベースボールスタジアム,1,0,1,1,1,0,0,0,0,0,fielderB1,2911422,1,1,,,,,,,,,,,pitcherA1,2911432,1,2,,,0.15269546,0.6213033,10,ボール,0,0,0,,,,,,,0,0,0,fielderA7,2911439,fielderA6,2911435,fielderA8,2911441,fielderA3,2911440,fielderA9,2911453,fielderA4,2911446,fielderA2,2911442,fielderA1,2911456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/11/24 9:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024112401,3,2000/1/1,teamA,teamB,ベースボールスタジアム,1,0,1,1,2,0,0,0,0,0,fielderB1,2911422,1,1,,,,,,,,,,,pitcherA1,2911432,1,3,チェンジアップ,,0.7555418,0.75851184,9,ストライク,0,0,0,,,,,,,0,0,0,fielderA7,2911439,fielderA6,2911435,fielderA8,2911441,fielderA3,2911440,fielderA9,2911453,fielderA4,2911446,fielderA2,2911442,fielderA1,2911456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/11/27 8:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024112401,4,2000/1/1,teamA,teamB,ベースボールスタジアム,1,0,1,1,2,0,0,0,0,0,fielderB1,2911422,1,1,,,,,,,,,,,pitcherA1,2911432,1,4,チェンジアップ,,0.4872229,0.7148084,8,ファウル,0,0,0,,,0.41578013,0.8309535,捕,,0,0,0,fielderA7,2911439,fielderA6,2911435,fielderA8,2911441,fielderA3,2911440,fielderA9,2911453,fielderA4,2911446,fielderA2,2911442,fielderA1,2911456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/11/27 8:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024112401,5,2000/1/1,teamA,teamB,ベースボールスタジアム,1,0,1,1,2,0,0,0,0,0,fielderB1,2911422,1,1,,,,,,,,,,,pitcherA1,2911432,1,5,チェンジアップ,,0.5476237,0.5755671,5,ファウル,0,0,0,,,0.27519768,0.6676965,三,,0,0,0,fielderA7,2911439,fielderA6,2911435,fielderA8,2911441,fielderA3,2911440,fielderA9,2911453,fielderA4,2911446,fielderA2,2911442,fielderA1,2911456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/11/27 8:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024112401,6,2000/1/1,teamA,teamB,ベースボールスタジアム,1,0,1,1,2,0,0,0,0,0,fielderB1,2911422,1,1,,,,,,,,,,,pitcherA1,2911432,1,6,ストレート,,0.25026596,0.3550172,1,ファウル,0,0,0,,,0.9107339,0.6385434,一,,0,0,0,fielderA7,2911439,fielderA6,2911435,fielderA8,2911441,fielderA3,2911440,fielderA9,2911453,fielderA4,2911446,fielderA2,2911442,fielderA1,2911456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/11/27 8:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024112401,7,2000/1/1,teamA,teamB,ベースボールスタジアム,1,0,1,1,2,0,0,0,0,0,fielderB1,2911422,1,1,,,,,,,,,,,pitcherA1,2911432,1,7,ストレート,,0.7555418,0.30623192,3,ファウル,0,0,0,,,0.46760774,0.9631139,捕,,0,0,0,fielderA7,2911439,fielderA6,2911435,fielderA8,2911441,fielderA3,2911440,fielderA9,2911453,fielderA4,2911446,fielderA2,2911442,fielderA1,2911456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/11/27 8:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024112401,8,2000/1/1,teamA,teamB,ベースボールスタジアム,1,0,1,2,2,0,0,0,0,0,fielderB1,2911422,1,1,,,,,,,,,,,pitcherA1,2911432,1,8,チェンジアップ,,0.85659695,0.9384075,10,ボール,0,0,0,,,,,,,0,0,0,fielderA7,2911439,fielderA6,2911435,fielderA8,2911441,fielderA3,2911440,fielderA9,2911453,fielderA4,2911446,fielderA2,2911442,fielderA1,2911456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/11/27 8:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024112401,9,2000/1/1,teamA,teamB,ベースボールスタジアム,1,0,1,3,2,0,0,0,0,0,fielderB1,2911422,1,1,,,,,,,,,,,pitcherA1,2911432,1,9,ストレート,,0.14572613,0.23813583,10,ボール,0,0,0,,,,,,,0,0,0,fielderA7,2911439,fielderA6,2911435,fielderA8,2911441,fielderA3,2911440,fielderA9,2911453,fielderA4,2911446,fielderA2,2911442,fielderA1,2911456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/11/27 8:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024112401,10,2000/1/1,teamA,teamB,ベースボールスタジアム,1,0,1,3,2,0,1,0,0,0,fielderB1,2911422,1,1,9,,,,,,,,,,pitcherA1,2911432,1,10,ストレート,,0.7462493,0.38754067,3,インプレー,0,0,0,ゴロ,遊ゴ,0.43197626,0.5847723,遊,6月3日,0,0,0,fielderA7,2911439,fielderA6,2911435,fielderA8,2911441,fielderA3,2911440,fielderA9,2911453,fielderA4,2911446,fielderA2,2911442,fielderA1,2911456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/11/27 8:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
